,Title,Categories,Tags,Replies,Post,Comment
25,Magic 8-ball exercise,"Get Help,Git","general,functions-c",3,"
Hello,
I got the magic 8-ball program to work and tried to create my own dice program but it doesn’t seem to work:


gist.github.com


https://gist.github.com/codecademydev/5459c1ce318aa126b1edb1a828f3a07f
magic8.cpp
#include <iostream>
#include <cstdlib>

int main () {

// program start

srand(time(NULL));

std::cout <<""MAGIC 8-BALL:""; {
This file has been truncated. show original







The output always comes back as ‘The die says: error’ .
Why is this?
","
You write “error” based on some condition, you could look at what you’re doing in that condition, if there’s a comparison being made then what are the values that you’re comparing?

i think i found the mistake,
i wrote the lines:
int danswer = std::rand(); 

std::rand() % 6;

instead of:
int danswer = std::rand() % 6;
"
26,Expanded Whale Talk Project with the suggested hints,"Get Help,Git",vectors,2,"
I was wondering if anyone was able to complete the full version of the Whale Talk program with all of the hints they offer in step 10?
This is what I had so far:
#include <iostream>
#include <vector>
#include <string>
using namespace std;

int main() {

  // Whale, whale, whale.
  // What have we got here?
  std::string input;

  system(""clear"");
  //Header
  std::cout << ""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n"";
  std::cout << "" Whale Speak Translator 3000\n"";
  std::cout << ""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n\n"";

  cout << ""Word / phrase: "";
  getline(cin, input);
  std::cout << ""\n"";

  //Convert the string into lowercase
  for(int b = 0; b <= input.size(); b++) { 
      /* Here we are performing a check so that only those 
       * characters gets converted into lowercase that are 
       * in uppercase. 
       * ASCII value of A to Z(uppercase chars) ranges from 65 to 92 
       */ 
      if(input[b] >= 65 && input[b] <= 92) {
	  
        input[b] += 32;
      
      }
   }

  std::vector<char> vowels = {'a', 'e', 'i', 'o', 'u'};
  std::vector<char> result;

  //Uncomment below line for testing
  //std::cout << input << ""\n"";

  for (int i = 0; i < input.size(); i++) {

    //Checks for vowels
    for (int x = 0; x < vowels.size(); x++) {

      if (input[i] == vowels[x]) {

        result.push_back(input[i]);

      }
    }

    //Doubles the e's, and u's
    if (input[i] == 'e' || input[i] == 'u') {

      result.push_back(input[i]);

    } 
  }

  //Prints the full result
  for (int a = 0; a < result.size(); a++) {

    std::cout << result[a];

  }

  std::cout << ""\n"";

  return 0;
}

I have the program set to handle uppercase letters, but can’t seem to get the last two points.
","
For the punctuation hint, my solution was very crude, I think, but it does the work:
if (input[i] == ',' || input[i] == '?' || input[i] == '!') {
         result.push_back(input[i]);
   }

I saw a solution from another user that was much more elegant: they defined punctuation makers as another vector and followed the same steps in comparing the original string to the vowel vector.
Now the last part about the “!” was more complicated. The simplest solution I was able to come up after some research with was:
if (input[i] == '!') {
  result.push_back(result.back());
}

.back() returns the last element in the vector, so that way you’re including the last element again. It’s important though that this part comes before the punctuation rule that I mentioned first so that it won’t duplicate punctuation marks as well.
Both go inisde the outer loop. That way, you can guarantee you’ll only double vowels and not consonants!
My full code:
#include <iostream>
#include <vector>
#include <string>

int main() {

  // Whale, whale, whale.
  // What have we got here?

  std::string input = ""hI, human!"";

  std::vector<char> vowels = {'a', 'A', 'e', 'E','i','I','o','O','u','U'};
  std::vector<char> result;

  for (int i = 0; i < input.size(); i++) {

    for (int j = 0; j < vowels.size(); j++) {

      if (input[i] == vowels[j]) {
        result.push_back(input[i]);
       }
       } 

    
 if (input[i] == 'e' || input[i] == 'u') {
       result.push_back(input[i]); 
      }

if (input[i] == '!') {
  result.push_back(result.back());
}

 if (input[i] == ',' || input[i] == '?' || input[i] == '!') {
         result.push_back(input[i]);
   }

}

for (int k = 0; k < result.size(); k++) {
  std::cout << result[k];
}

std::cout << ""\n"";


}

"
27,"FizzBuzz project: Fizz, Buzz, and FizzBuzz not outputting correctly","Get Help,Git","conditionals-logic,general",6,"
Hi, I’m currently working on the FizzBuzz project in the C++ course. I think I’ve implemented the code correctly, (or am on the correct path to doing so), but I’m running into an issue where it outputs as followed:
1
2
3
Fizz
4

…and so on.
If I implemented the code correctly then 3 should be replaced with Fizz and the other numbers should also be replaced accordingly. Is there an issue with the way I coded this? Here’s my code from the project:
#include <iostream>

int main() {

  for (int i = 1; i <= 100; i++) {

  std::cout << i << ""\n"";

    if (i % 3 == 0) {

      std::cout << ""Fizz\n"";

    }

    else if (i % 5 == 0) {

      std::cout << ""Buzz\n"";

    }

    else if (i % 15 == 0) {

      std::cout << ""FizzBuzz"";

    }

    else {

      std::cout << i << ""\n"";

    }

 }

}

Thank you
","
@typa98,
Welcome to the forums!
Check out what your code does immediately before your if-else statements.
Happy coding!

Now that you’ve pointed it out, I can see why the code was failing. Thank you for your help.

On a different note, does i = 15 output “FizzBuzz”? Because it seems like the first if would also be true?




 typa98:

    else if (i % 15 == 0) {

      std::cout << ""FizzBuzz"";

    }



Instead of checking for 15, check for 3 AND 5 in the same expression.  Otherwise you will get a false positive on large enumerations.
This was what I originally did on this site, but it fails on other sites with more strict condtionsl

#include <iostream>

using namespace std;

int main()
{
  for (int i = 1; i <= INT8_MAX; ++i)
    if (i % 3 == 0)
      cout << ""Fizz"" << endl;
    else if (i % 5 == 0)
      cout << ""Buzz"" << endl;
    else
      cout << i << endl;
  return 0;
}



It actually does not output FizzBuzz at 15 for me. There’s likely something I’m still missing but I’ll figure it out once I have some time later today
"
28,Magic 8-Ball exercise output isn't right,"Get Help,Git",conditionals-logic,2,"
My 8-Ball Code
All of the outputs have the number as the first character in the message. Whether it be 0 or 10, or any in between, the result is the same.
0It is certain.
1It is decidedly so.
and so on…
What’s happening here? My code looks exactly the same as the examples in the exercise, except that some of the elements in the code aren’t the same color. They never came out as the same color for me. Is this potentially the issue? Is there something deeper I’m missing?
","
@designrockstar42768,
Check out line 12 of your code.
"
29,How to do this question? Please help(c++),"Get Help,Git",functions-c,2,"
content
The Normandy landings in World War II were fierce, and the Allies won but sacrificed heavily; after the war, the Master Chief began to count the number of soldiers,
Through the soldier ’s registration card number, I hope to know how many soldiers were killed unfortunately, but the number is large, and it is not easy to count.
The military registration number has also been registered repeatedly. Please help to solve this problem.
Enter description
Multi-assessment, two lines for each assessment,
Two integers N and M in the first line, N is the number of soldiers participating in the war, M is the number of registration numbers,
The second line has M integers, which represent the registered military registration number of the returning soldier.
(1 <N, M <10000)
Output description
One line for each capital measurement,
Output the number of soldiers who lost their lives (small to large).
If all soldiers survived, output ‘@’
Format as example
Sample input
7 4
3 1 5 7
6 6
6 1 3 2 5 4
6 8
6 1 1 1 2 5 2 5
Sample output
2 4 6
@
3 4
","
You posted instructions for how to do it.
If you mean that you don’t know where to start then… Reading the instructions is a great start. Then you could check out the example, do you agree with and understand everything there? After that you’d write code to read input… And so on, whenever you complete a small portion you’d consider what the next thing that needs doing is.
"
30,\n (Backslash n),"Get Help,Git",functions-c,2,"
I am writing a function. In it I have a bunch of statements that use the backslash n. I’m wondering why the backslash n goes inside the parenthesis and not out.
The link to the Codecademy project is https://www.codecademy.com/courses/learn-c-plus-plus/projects/cpp-magic-8-ball
","
The \n character is a newline character.  I believe you mean it is inside quotation marks, not parentheses.  The reason it is inside the quotation marks is because it is a character, as opposed to endl, which is a manipulator.
See this link for more info.
"
31,C++ random no generator problem in my personal project,"Get Help,Git","classes-objects,functions-c",4,"
Project Description:-
I am trying to produce a program that will record multiple students academic grade (out of 100)
and sort which student have highest avg. grade without any subject failure (which is less than 40).
Problem Description:-
for each student i have to give grade for 10 subject so i create random no generator from 0-100 and feed it to each subject(i.e 10 subject)
Case 1:
image646×525 13.4 KB
it produce same no. each time due to no time delay. as shown below
image1040×571 4.9 KB
so i added time delay function as shown in case 2
Case 2:

o/p-
image979×543 11.6 KB
but i added 1 sec time delay(less than that it will produce wrong o/p as seen in case1)
due to time delay of 1 second to generate 10 o/p for 1 student it takes 10 seconds(so for 1000 students it will take 10000sec which is almost 167 min)
so how to reduce this time delay or in milliseconds how i produce desired o/p…please help
(source code:-https://gist.github.com/NuclearNadal2893/459777168296652acc71423aa0651da3)
","
I think you misunderstand what srand does, have you read documentation for it?

Sorry for your time i found the answer…which as you say misunderstanding of srand() function

This topic was automatically closed 41 days after the last reply. New replies are no longer allowed.
"
32,"If you run my code, what is your output?","Get Help,Git",general,3,"
This is mine:

C_C1280×800 22.6 KB

My code:
// Created by Paul A. Gureghian in May 2020. //
//This C program takes two integers and calculates the sum. //

// Start of program. //

// Import libraries. //
#include <stdio.h>

// Define the main(). //
int main()
{
    int i, j, sum;
    scanf(""Enter 1'st integer: %d"", &i);
    scanf(""Enter 2'nd integer: %d"", &j);

    sum = i + j;

    printf(""Sum is: %d\n"", sum);
    return 0;
}

// End of program. //

","
@paulgureghian,
The reason your program isn’t running as you expect it to is because you are using scanf() where you should be using a combination of printf() and scanf().  On a very basic level, just making that change would allow your program to “work”:
// Start of program. //

// Import libraries. //
#include <stdio.h>

// Define the main(). //
int main()
{
    int i, j, sum;
    printf(""Enter 1st integer: "");
    scanf(""%d"", &i);
    printf(""Enter 2nd integer: "");
    scanf(""%d"", &j);


    sum = i + j;

    printf(""Sum is: %d\n"", sum);
    return 0;
}

// End of program. //

That being said, you probably don’t need to be using scanf() to get an integer input in C++.  Is there any reason you would be opposed to using cout and cin?  A nearly identical program can be written using cout and cin:
#include<iostream>

int main()
{
  int i, j, sum;
  std::cout << ""Enter 1st integer: "";
  std::cin >> i;
  std::cout << ""Enter 2nd integer: "";
  std::cin >> j;

  sum = i + j;

  std::cout << ""Sum is: "" << sum << ""\n"";
  return 0;
}

You will still need to guard against inputs that are not integers, but you will have fewer problems overall.
If you really want and/or need to use scanf(), I would highly recommend reading through this post first, as it breaks down several ways that scanf() may have unexpected results.

It is a ‘C’ program, if that makes any difference. anyways, I used a combo of ‘printf’ and ‘scanf’ and it works. thanks.
"
33,Bash: gpp: command not found,"Get Help,Git",general,2,"
I think there’s something wrong with my codecademy VM as whenever i try to compile the program (e.g. g++ spell.cpp) as instructed, it simply returns bash: g++: command not found
I’m not allowed to use apt to install the package, so i’m stuck. Is there any way to get a fresh VM or something?
","
Hi there, welcome to the forums.
Can you post a link to the exercise you’re doing please? 
"
34,Confused with functions,"Get Help,Git",functions-c,3,"
So I am doing the practice for functions.  It ask to
Declare and define a function  brew_tea()  that:

has no return value
has an  std::string  parameter of  tea_type

prints  ""Brewing <tea_type> tea""  to the terminal

My code is as follows
#include <iostream>

std::string brew_tea(std::string tea_type);

std::string brew_tea(std::string tea_type) {

  return ""Brewing "" + tea_type + "" tea"";

}

int main() {
  
  std::cout << brew_tea(""masala"");
  
}

This will print out
Brewing masala tea
yet it gives me this error
Did you declare a  void  function  brew_tea()  with an  std::string  parameter of  tea_type ?
when i declare it as void it get errors which do not show any output
Where am i going wrong?
","
I think i figured it out.  So I should be declaring void instead of std::string.  Then defining void and not returning but having it printing.  As follows
#include <iostream>

void brew_tea(std::string tea_type);

void brew_tea(std::string tea_type) {

  std::cout << ""Brewing "" + tea_type + "" tea"";

}

int main() {
  
  brew_tea(""masala"");
  
}

Did I explain this properly?

Hello, @degsx20845821697, and welcome to the forums!



 degsx20845821697:

Did I explain this properly?


Yes. You summed it up quite nicely. The only thing wrong with your first attempt was that it wasn’t what the lesson was looking for. From your explanation, it appears that you understand the difference. Good job!
FYI: To paste code with its original formatting intact (how it looks now) please review How do I format code in my posts?
"
35,"Learn C++ - Rock, Paper, Scissors Solution","Get Help,Git",,6,"
Here’s my solution for the exercise 
#include <iostream>
#include <stdlib.h>
int main() {

srand (time(NULL));

int computer = rand() % 3 + 1;

int user = 0;
  
  //Creating strings to avoid repetition
  std::string roc = ""1) ✌️Rock\n"";
  std::string pap = ""2) ✋Paper\n"";
  std::string sci = ""3) ✌️Scissors\n"";
  

std::cout << ""====================\n"";
std::cout << ""rock paper scissors!\n"";
std::cout << ""====================\n"";

std::cout << roc;
std::cout << pap;
std::cout << sci;

std::cout << ""Choose: "";
std::cin >> user;

  
std::cout << ""\nYou  choose "";
  
  //Displaying user choice
  switch(user){
    case 1 :
    	std::cout << roc;
    	break;
    case 2 :
    	std::cout << pap;
    	break;
    case 3 :
    	std::cout << sci;
    	break;
    default :
    	std::cout << ""Invalid Option\n"";
  }
  
  //Displaying computer choice
std::cout << ""Comp choose "";
    switch(computer){
    case 1 :
    	std::cout << roc;
    	break;
    case 2 :
    	std::cout << pap;
    	break;
    case 3 :
    	std::cout << sci;
    	break;
    default :
    	std::cout << ""Invalid Option\n"";
  }
  
  
  //Win Lose Draw Logic
  if(user == computer){
    std::cout << ""Draw Game\n"";
  }
  else if(user == 1 && computer == 3){
    std::cout << ""You Win\n"";
  }
  else if(user == 3 && computer == 2){
    std::cout << ""You Win\n"";
  }
  else if(user == 2 && computer == 1){
    std::cout << ""You Win\n"";
  }
  else{
    std::cout << ""Computer Wins!\n"";
  }
  
}

","
Id imagine you could have a function for the switch statements and just pass in the user and computer variable which would allow in future for you to have multiple players.

woohoo @cormaccallan great work!
feel free to upload this to the official Learn C++ GitHub repo: https://github.com/Codecademy/learn-cpp


Why are we doing this? I can’t understand, why first random number module 3 and then add 1?
rand() % 3 + 1

The computer will draw a random number. % will divide that number with the int of 3 as indicated. The result will be 0.xxx, 1.xxx or 2.xxx so, if you at 1 then the sum will be 1.xxx, 2.xxx or 3.xxx. Now since this value was indicated as a int, the computer will drop the .xxx under the 1, 2 or 3.
What I need help with is that i keep getting an error in my debugging that srand(time(NULL)) comes up with “time was not declared in this scope”. I am using stdlib.h … so WTH?

Here is my solution


gist.github.com


https://gist.github.com/codecademydev/75d507f9b27c5430352ab148071901c3
rock_paper_scissors.cpp
#include <iostream>
#include <stdlib.h>
int main() {
  srand (time(NULL));
  int computer = rand() % 3 + 1;
  int user = 0;
  std::cout << ""====================\n"";
  std::cout << ""rock paper scissors!\n"";
  std::cout << ""====================\n"";
  std::cout << ""1) ✊\n"";
This file has been truncated. show original







"
36,Help with UFO project (core dump error),"Get Help,Git",functions-c,3,"
Hi there.  I am working on the UFO project and after I added the display_status function to the ufo_fuctions.cpp file I get a core dump error when I try to run it.  I don’t understand what I have done wrong.  heres my fuction code
#include 
#include 
// Define functions
void end_game(std::string answer, std::string codeword){
if (answer == codeword) {
std::cout << “Hooray! You saved the person and earned a medal of honour!\n”;
} else {
std::cout << “Oh no! the UFO just few away with another person!”;
}
}
void display_status(std::vector incorrect, std::string answer){
std::cout << ""Icorrect Guesses: "";

for (int i = 0; i < incorrect.size(); ++i){

  std::cout << incorrect[i] << "" \n"";

}

std::cout << ""Codeword: "";

for (int j = 0; j, answer.size(); ++j){

  std::cout << answer[j] << "" \n"";

  

}

}
any help much appreciated
","
Ok I am an idiot I put a , instead of a <
This coding malarky is annoying!

Use -Wall when you compile and fix all warnings before considering anything else
"
37,Write a program in C++ for single level inheritance for class STUDENTS to read and display marks of three subjects for each student,"Get Help,Git","classes-objects,general",1,"
Write a program in C++ for single level inheritance for class STUDENTS to read and display marks of three subjects for each student.
",
38,Conditional and Logic Lesson (Planets),"Get Help,Git","classes-objects,general",3,"
I am doing the Conditional and Logic lesson. I’m on the review with the planets. I tried to do it by myself first. When I got stuck I looked at the hint and I was doing it all wrong. I was putting each planet in as a variable. In the hint they only put “weight” and “x” as variables. I know I was over-complicating it, but why would I not put each planet as variables? There’s a disconnect there that I’m not getting. Also, I don’t fully understand when to use what ‘type’; I guess. I understand that ‘int’ is whole numbers and ‘double’ is decimals, and so on. With that same lesson, I don’t understand why “weight” would be a double, and “x” would be int and not char? Is it because the user is going to put a number for “x”? If so, why would “weight” be double instead of int? I’m sorry if these questions are confusing. I am not sure how else to ask them. I appreciate your help.
Here is the link:
https://www.codecademy.com/courses/learn-c-plus-plus/lessons/cpp-conditionals-and-logic/exercises/review
","
Hi, @cinemadrue, welcome to the Codecademy Forums!
There are a few ways to do this exercise.  Ideally, you would accomplish the task using either an if-else statement or a switch statement.  If you were doing one of those prior to looking at the hint, chances are your program would have accomplished the same thing, just a different way.
As for the variable types, the reason the hint uses double weight and int x is partially due to the instructions, and partially due to the math necessary for this program.
The prompt specifically tells you to ask the boxer the number of the planet he wants to fight on:

This is why the variable x is an int.  Of course, you could store this variable under a different name, such as planet, or you could even ask for the name of the planet.  In that case you wouldn’t store the variable as an integer, but you could still achieve the same outcome.
The reason weight is a double is because in the hint they reassign the value of weight after multiplying the initial weight by the other planet’s relative gravity and it needs to be a double to store this new value.  If you wanted, you could always store the original weight in an integer variable (maybe earth_weight) and the later value in a double variable (such as planet_weight).
Hope this clears up some of the confusion.  Happy coding!

Yes that does help. Thank you again for your help.
"
39,Error to read file.txt,"Get Help,Git","general,functions-c",2,"
Hi,i am having a problem with this C program that does not read the file.txt, and prints the message “error file”,How i can solve it? Thanks.
/*leggere nome file di testo,  acquisire nome cognome e media da file di testo,
 *
 *e stampare gli studenti in ordine crescente in base alla loro media*/

#include <stdlib.h>
#include <stdio.h>
#include <string.h>
#define DIM 50
#define LUN 15
#define SALT 1

void AcquisireFileDiTesto(FILE **fp,char nome[DIM],char Vett1[DIM][LUN],float Vett2[DIM]);
void RiempireSpaziVuotiVett2(float Vett2[DIM]);
void CompattaVett1(char Vett1[DIM][LUN]);
void StampaInOrdineCrescenteDegliStudenti(char Vett1[DIM][LUN],float Vett2[DIM]);
int TrovaPosizioneMinimo(float Vett2[DIM]);

int main(){
	FILE *fp;
	char nome[DIM];
	char Vett1[DIM][LUN];
	float Vett2[DIM];

	printf(""Inserisci il nome del file di testo (compreso di estensione) che vuoi aprire\n"");
	scanf(""%s"",nome);

	AcquisireFileDiTesto(&fp,nome,Vett1,Vett2);
	CompattaVett1(Vett1);
	StampaInOrdineCrescenteDegliStudenti(Vett1,Vett2);

	system(""pause"");
	return 0;
}
void AcquisireFileDiTesto(FILE **fp,char nome[DIM],char Vett1[DIM][LUN],float Vett2[DIM]){
	char fine;
	int i = 0;
	int j = 0;
	*fp = fopen(nome,""r"");

	if (*fp == NULL){
			printf(""error file"");
		}

	while (fscanf(*fp,""%c"",&fine) != '0' ) {
		fscanf(*fp,""%s %s %f\n"",Vett1[i],Vett1[i+1],&Vett2[j]); //nome cognome media
	    i = i + 1;
	    j = j + 2;
	}

	fclose(*fp);

	Vett1[i][0] = '0';
	Vett2[i] = 0;
	RiempireSpaziVuotiVett2(Vett2);
}
void RiempireSpaziVuotiVett2(float Vett2[DIM]){
	int i = 0;

	while(Vett2[i] != 0){
		if (i%2 == 1){
			Vett2[i] = 1;
		}
	    i = i + 1;
	}
}
void CompattaVett1(char Vett1[DIM][LUN]){
	int i = 0;

	while(strcmp(Vett1[i],""0"") != 0 ){
		strcat(Vett1[i],Vett1[i+1]);
		i = i + 2;
	}
	Vett1[i][0] = '0';
}
void StampaInOrdineCrescenteDegliStudenti(char Vett1[DIM][LUN],float Vett2[DIM]){
	int i = 0;
	int j = 0;
	int pos;


	while(strcmp(Vett1[i],""0"") != 0 ){
		pos = TrovaPosizioneMinimo(Vett2);
		printf(""%s   %f\n"",Vett1[pos+j],Vett2[pos]);
		Vett2[pos] = SALT;
		i = i + 1;
		j = j + 2;
	}

}
int TrovaPosizioneMinimo(float Vett2[DIM]){
	int i;
	int j = 0;
	int min = Vett2[j];


	while(Vett2[j] != 0){
		if (Vett2[j] < min && Vett2[j] != SALT){
			min = Vett2[j];
			i = j;
		}
		j = j + 1;
	}

	return i;
}

","
You could check errno and you could consider whether you specified a readable file
"
40,Help First three multiples c++,"Get Help,Git",general,2,"
I just don’t understand first three multiples can someone help me understand.
Here is the starting code
#include <iostream>
#include <vector>

// Define first_three_multiples() here:


int main() {
  
  for (int element : first_three_multiples(8)) {
    std::cout << element << ""\n"";
  }
  
}
`

Here is the answer

`#include <iostream>
#include <vector>

// Define first_three_multiples() here:
std::vector<int> first_three_multiples(int num) {
  
  std::vector<int> multiples{num, num * 2, num * 3};
  
  return multiples;
  
}

int main() {
  
  for (int element : first_three_multiples(8)) {
    std::cout << element << ""\n"";
  }
  
}

","
The function firt_three_multiples takes a number, it then creates a vector of three elements, the number it was given, that number multiplied by two, and that number multiplied by three. Those three numbers now exist in a container(in our case a vector). The function hands that container to whatever called it.
In main you call the function inside the for loop.
THe for loop basically says, call the function first_three_multiples on the number 8, to give me a container of the and print out each element in that container.
"
41,2020 Scholars,"Get Help,Git",general,4,"
Hello everyone!
My name is Emmanuel from Ghana. A recipient of the Pro scholarship, currently working on C++. I’d love to meet virtually every scholar working on C++ this year. This is to work on project(s) and offer support if any is stuck on the challenge(s).
Do introduce yourself and share a fun fact.
Thank you 
CC @kubitisamuel
","
Hello Emmanuel, unfortunately I’m not into C++, I am doing web development. However I would love to know you more. Where in Ghana are you?

That’s ok. I’d be joining you on there soon. How’s it going?
And my inbox is open, hmu sometime.
Cheers 

Wow, C++ and web development that’s cool.
"
42,"Need help with the ""Harry potter sorting hat quiz""","Get Help,Git",,6,"

屏幕快照 2019-01-28 下午9.52.25.png904×368 32.4 KB

I can not understand
int max = 0
Does “max” mean the max among all the numbers?
or
is just a character which equals to 0
And
gryffindor > max
why can “gryffindor”  be larger than “max” which is already the largest number?
And
Does “a++” mean a + 1 or a + 1, a + 1 + 1, …
Please help me
","
max is a variable of type int, you can use it to hold on to integers. What it means is up to the programmer.
You can’t know which is largest until you’ve compared them all. Perhaps you might use max to store the largest value you’ve seen so far while you’re still carrying out the comparisons.
a++ increases a by 1 and returns the original value. ++a does the same thing, but returns the new value instead

Hello, I would like to ask a question which was asked in the OP.
we are intializing max at 0, and we are comparing the house int variables to max. What I don’t understand is, why are we comparing each house variable to zero? My (possibly faulty) logic states that we should be comparing house variables to each other, not to max.
Thank you in advance for help.
EDIT: I get it - there are four if statements, each statement checks with the one before to see if it is greater.

I haven’t done the project myself. I learned C++ several years ago from another source. From the context of you post, and the code snippet from the OP, I believe the integer variable max is originally assigned a value of 0. Then, as max is compared to each house, if the value of the house is greater than the current value of max, the value of max is replaced by the house value. After checking max against all houses, the value of max will be the highest house value. If you post more code, I may be able to give a better answer, but I believe that this is what is happening.
EDIT: I just noticed your edit. Seems like you got it. 

Yep!! Thanks for the reply anyway!

Hello,
You’ve cleared up a lot, but something is still nagging at my mind: If “max” is declared and initialized to equal 0, obviously every house we compare it to will be more. So wouldn’t the string of “if” statements just stop at the first one?
"
43,C++ banking management system help!,"Get Help,Git","vectors,classes-objects,general",2,"
I have been asked to do an assignment about a banking system and I’m supposed to use classes, oop and arrays. I have no idea how to implement the arrays. The main idea is that the array should write to the file and the file to the array. 
Capture477×1034 44.7 KB

","
Welcome back to the forum.



 heyimaria1811:

I have no idea how to implement the arrays.


An array in C++ looks like this:
int some_numbers[5] = { 1, 2, 3, 4, 5 };

The document also has an “Additional Instructions” section, which lists several functions that your code ought to include. Some of these, like the intro menu, don’t require arrays.
Have you made an attempt at all? If so, by all means post your code and we’ll help. If you’re expecting us to do it for you, well… no such luck, I’m afraid. 
"
44,Error in First Three Multiples,"Get Help,Git","general,functions-c",5,"
Even if it i define function before main function why this error is prompted( Is first_three_multiples() defined?)                                                                                                                                   
Capture696×631 30.8 KB

","
I think something wrong with compiler…please resolve this error
Both functions are correct…

Hello, @pranavjoshi514349753, and welcome to the forums.
I was able to replicate the SCT error shown in your post. The SCT for this challenge is expecting a space between <int> and first_three_multiples.

I am also using visual studio 2017 IDE for checking whether my code produce any compile time error but it can’t show any.(i.e space/white space between <int> and first_three_multiples .)
I don’t know but in any compiler this should not be a problem.

It’s not an actual error per se’. The Submission Correctness Test for the exercise is looking for a function named first_three_multiples. Without the space preceding the name, it cannot find it. Whoever wrote the SCT for the lesson didn’t account for learners leaving the space out. Feel free to submit a bug report if you like, and perhaps the course designer will consider your suggestion.
"
45,"When to use ""std::""","Get Help,Git",functions-c,6,"
I’m currently in the 6th section of the C++ course (Functions) and I’m running into more occasions where I don’t understand when to use the “std::” portion in the code.  I understand using it for ::cout and ::cin, but when/why do you include with with things like vector or string?
For example, I didn’t get this exercise right because I didn’t include std:: in front of string in…void name_x_times(std::string name, int x) {
Example of the full exercise below…
#include <iostream>

// Define name_x_times() below:
void name_x_times(std::string name, int x) {
  
  while (x > 0) {
    
    std::cout << name;
    x--;
    
  }
  
}

int main() {
  
  std::string my_name = ""Add your name here!"";
  int some_number = 5; // Change this if you like!
  // Call name_x_times() below with my_name and some_number
  name_x_times(my_name, some_number);
  
}

","
Recently I also had the same question and studied some about this. To understand this, we first need to know about namespaces. Here are links to articles that might be helpful:


Namespaces (Google C++ Style Guide)
https://google.github.io/styleguide/cppguide.html#Namespaces


2.9 — Naming collisions and an introduction to namespaces (LearnCpp.com)
https://www.learncpp.com/cpp-tutorial/2-9-naming-collisions-and-an-introduction-to-namespaces/
(In particular, it will be useful to read “The std namespace” section in this article.)


The string and vector which we want to use are in the C++ standard library, so they belong to the std namespace. This is why you need to add std:: to them. It is the same reason to use std:: for cout and cin.

Something else that helps out a lot is by typing:
using namespace std;
at the top of your entire program. That eliminates the use for std:: in anything. So you can just use cout instead of std::cout

Interesting.  Is that still considered “best practice”, or is this not something you typically can do?

I see it very often and I’d think that it’d save several keystrokes.

Importing the entire std namespace is generally considered a bad practice. You can Google it, and find many articles explaining why. You, the programmer, can decide for yourself whether you want to do it or not. One alternative is to only import the types or classes that you are going to use:
#include <iostream>
using std::cout;
using std::string;

string sayHi(string name) {
  return ""Hello "" + name + ""!"";
}
int main() {
  cout << ""Hello World!\n"";
  cout << sayHi(""Thomas"");
}

"
46,Https://www.codecademy.com/courses/learn-c-plus-plus/lessons/cpp-variables/exercises/assign,"Get Help,Git","variables,classes-objects,general",2,"
I am a beginner , who is learning C sharp (c++). I also know other programming languages like q basic and html. I am having a problem in the second task
i was successful in completing the first task but i am having a problem while compiling using g++ statement in the terminal
i will be really grateful if someone helps me
here is the link so that you. can solve it:-
https://www.codecademy.com/courses/learn-c-plus-plus/lessons/cpp-variables/exercises/assign
Thank you
","
Hi there, welcome to the forums! 
As a quick note; C++ (“C plus plus”) and C# (“C sharp”) are two totally separate languages. The exercise you’re working on is part of the C++ course, though Codecademy do also have a C# course if you’d like to take it.
The second step of that exercise says this:

So, in the terminal (the right-hand pane of the Codecademy learning environment), you should type this:

Your program, at this stage, doesn’t ask for any input nor provide any output…
If you’re getting an error message when running g++ variable.cpp then we would need to see both your code and the error to be able to help you - which means posting them both here in the forums. (The links take you to the learning environment, which is unique to each user - so if I click that link, I see my already completed exercise and not your attempt.)
The Codecademy forum provides a quick and easy way to post properly-formatted code. All you need to do is look for the </> icon in the menu bar which appears at the top of the text box while you type.

Press Enter to go to a blank line, click that icon, and you will see this:

Just copy and paste your code directly from the editor into that highlighted portion, and we’ll be able to help you with any errors. You should post those as well, so we know what we’re up against. 
"
