,Title,Categories,Tags,Replies,Post,Comment
80,FAQ: Multiple Tables - Cross Join,"Get Help,Git",,24,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Cross Join” exercise from the lesson “Multiple Tables”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Data Science
Learn SQL
FAQs on the exercise Cross Join


In the context of this exercise, can we perform CROSS JOIN on more than two tables?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Hi everyone!
So, about the CROSS JOIN almost everything is clear, only I don’t get totally where will I need to use it. But it’s like a sub-question, give answer on it with the main question if you can.
The main question is about instruction #3. Here we need to create a cross join query with a where statemant with two conditions:
start_month <= month AND end_month >= month;
(please look at the excersice to get wider understanding of what I’m talking about)
At the end of the instruction it says: “This will select all months where a user was subscribed.” The query I wrote, by this instruction, works perfectly, just I can’t undesrtand the logic behind it. Please, kindly explain how does it select’s all months where a user was subscribed?

Hi Norlandius,
I wanted to answer your main question. I’m guessing your SQL query looks something like this:
SELECT month,
COUNT(*)
FROM newspaper
CROSS JOIN months
WHERE start_month <= month
AND end_month >= month
GROUP BY month;
Line 1 is basically saying pull the column called month
Line 2 is saying, reference the [cross joined newspaper table +months table] to pull the month and count the number of rows for each month value (this value ranges from 1-12)
Line 3 adds a condition, so that the query can work for every value that’s listed in the month column from Line 1 (where the values range from 1-12) imagine this simpler query listed below is being run 12 times in the background once for each month. That’s why the above query is important and powerful.
SELECT COUNT(*)
FROM newspaper
WHERE start_month= 1
AND end_month = 1;
This exercise is useful because you can now analyze your subscription trend…is it growing, declining, at what rate etc.
Hope that helps!

Just adding to muqaddasibrahim’s answer.
What CROSS JOIN does is the following:
–> For each line of newspaper it will add all the lines from months.
–> This way, line 1 from table newspaper will appear 12 times now, 1 per each month. The same applies to all the other lines
–> the logic of the WHERE condition will filter out lines whose months are outside the range
start_month< month < end_month
This way you can count how many lines there are. If grouped by months, it will show how many lines there are for that specific month, which is the number of subscriptions.

Hi there!
I didn’t quite understand, why we use  start_month <= 3
end_month >= 3 conditions instead of just ‘start month = 3’ in instruction #1.  Can someone explain it to me please? Appreciate it

This gets explained in the Hint…

“During March” means that the customer’s starting month was in or before March and final month was in or after March:


Using start_month = 3 will only include subscriptions starting on March but not the ones that started before and end on March or later.
To be subscribed during March the subscription must begin in March (or before) and end on March (or after). So, the condition requires start_month <= 3 AND end_month >= 3 (where 3 is March). The following subscriptions includes March.

From 1 to 3 start_month = 1 AND end_month = 3
From 1 to 5 start_month = 1 AND end_month = 5
From 3 to 5 start_month = 3 AND end_month = 3

The following subscriptions doesn’t include March

From 1 to 2 (because end_month >= 3 is false)
From 4 to 5 (because start_month <= 3 is false)

So, both conditions established in the hint must be true at the same time and that requires the use of the AND clause.

I also struggled with this. I understand how the WHERE works and how the cross join brings up all the possibilities and then you filter out those that did not fit.
It is a very elegant method, but it is the first one where I have wondered how I would ever find another context for it and remember how to do it. Maybe that will come with later projects. I trust the trainers and I am really enjoying the course.

Can someone help me? I’m either really missing something or the site isn’t working for me. I copied the exact cross join they had in Lesson 3 (see image). And yet the code isn’t working for me. Can someone help me out or tell me if I’m missing the obvious?

image.png1885×673 196 KB


SELECT month,
   COUNT(*)
FROM newspaper
CROSS JOIN months
WHERE start_month <= month 
   AND end_month >= month
GROUP BY month;

I get the code on lines 5 onward. But why do I select month, but then COUNT(*)? Why not COUNT(month)? Why is it FROM newspaper? newspaper doesn’t have a month column, so surely it would be FROM month? And so, I CROSS JOIN newspaper?

same issue here. I don’t know why the website keep asking me “did you aggregate by month” even though I copy exactly the same code from Hint. This pull me back for weeks andI can’t move on to next step, burning my money and time.

By reading the Cross-Join exercise and the examples , I was wondering , why in example 3 & 4, we do not simply use INNER JOIN instead of CROSS JOIN? In the Inner Join exercise it was written “When we perform a simple/inner join , the result only includes rows that match on our condition”.
By following that definition, It seems to me that INNER JOIN can be applied at the above examples since we restrict the query by writing  start_month <= month & end_month >= month. which helps us make a condition match.
I actually used the INNER JOIN for example No. 3 and I wrote the code as it follows :
SELECT *
FROM newspaper
INNER JOIN months
ON start_month <= month
AND end_month >= month;
& for example No.4:
SELECT month,
COUNT(*)
FROM newspaper
INNER JOIN months
ON start_month <= month
AND end_month >= month
GROUP BY month;
There was not any error message about the code. The solutions were correct and exactly the same as those of codeacademy’s instructions which used the CROSS JOIN!
I would appreciate if someone helped me with my confusion with INNER & CROSS JOIN concepts. Thanks.

Looks to me that you’re missing a query. There should be four separate queries to complete this challenge.

It seems like CodeAcademy’s check is too rigorous. I had set limit’s for a couple of these queries because I wanted to save scrolling time, when I check my queries, but as a result it would not let me finish the lesson until I removed them.
Dumb.

So I get the idea of SQL CROSS JOIN, but there’s something I noticed.
All the examples we’ve treated so far have a single column in the second table.
How do CROSS JOIN’s work when you are working with tables that have multiple columns. Do we need to include an ON statement to determine the column we want to use for the cross join. (This is just my thought, considering we’ve not had to use the ON statement with CROSS JOIN’s so far).
Thanks!

“Suppose we wanted to know how many users were subscribed during each month of the year.”
So, for newspaper I can use the following query:
SELECT start_month, COUNT(id)
FROM newspaper
GROUP BY 1
ORDER BY 1 ASC;

Is there any real-world use in applying the months table logic, or it’s just for understanding the cross join part?

It’s was very hard to understand if you aren’t english speaker.
Because for russian man ‘during’ sounds here like it was started from 1 to 31 march.
I spend a bit time to got idea this mean ‘was on subscribe during march’

Guys, I’ve read through the list of questions, but have been unable to figure out where my code is incorrect. Can someone just give me the correct answer so I can get past this exercise?
here is my code:
SELECT month, COUNT (*)
FROM newspaper
CROSS JOIN months
WHERE start_month <= 3 AND end_month >= 3
GROUP BY month;

You’re still hard-coding “3” as the month to check. Generalize this since you’re Grouping By month. Does that help?

Yes, very much. Thank you.
"
81,How does the average function work?,"Get Help,Git",,3,"
Question
How does the average function work?
Answer
When using the AVG() function, the computer will take all of the non-NULL values from a numeric column that’s provided, add them together, and divide the sum of those values by the total number of rows that had a non-NULL value. The resulting value will then be displayed in the result-set.
","
When you use the ROUND function with the AVG function, does it round on the AVG, or does it round on each selected row?

AVG(ROUND(column_name)) will first round the column values that are not null and then take the average of those rounded values.
On the other hand, ROUND(AVG(column_name)) will do this same process in reverse order, in other words, it will begin by taking the average of the column values that are not null and then round that calculated average.
When nesting functions (calling functions inside other functions), remember that the innermost function gets called first, and its result is the argument for the function that surrounds it. So, go inside-out, just as the movie 
"
82,Do all table names have to have capital letters?,"Get Help,Git",,7,"
Question
Do all table names have to have capital letters?
Answer
Many developers capitalize a table name for the sake of differentiating it from the column names, although the most common convention is to have table and column names in all lowercase to have a more legible contrast on a written query but then again it is also possible to do the contrary and have table and column names all uppercase and keywords in lower case,  let’s see their comparison:
SELECT * FROM table WHERE table_name = 'My table';

/*it can be with capitalized table name*/

SELECT * FROM Table WHERE table_name = 'My table';

/*or it can have all uppercase and keywords lowercase*/

select * from TABLE where TABLE_NAME = 'My table';


As we may see, it is much to preference and also sometimes the tools used, SQLite does not have restrictions that I am aware of on this subject, yet MySQL does have some. The main thing to keep in mind on our decision is to make sure that once created we do not try to go back an forth on how we write our queries, simply because SQL is case sensitive, so if we created a table called My_First_Table, and we try to SELECT * FROM my_first_table; we will find that table does not exist. It is the SQL-92 standard that specifies all identifiers and keywords are case-insensitive.
So if we have the chance to decide, let’s stick to it, otherwise, most commonly we will work with code already created by others, so we will need to respect their preference on how it is written.
","



 axelkaban:

SQL is case sensitive, so if we created a table called My_First_Table , and we try to SELECT * FROM my_first_table; we will find that table does not exist. It is the SQL-92 standard that specifies all identifiers and keywords are case-insensitive.


I’m a bit confused about whether SQL is case-sensitive or case-insensitive. Am I correct to say that SQL keywords are case-insensitive, but table names and column names are case-sensitive?

Considering that these queries both work and produce the same output:
sElEct id, name, category, t_or_f 
froM fake_apps
wheRE t_or_f = 4 > 200
ordeR bY name;

sElEct id, name, category, t_or_f 
froM FakE_AppS
wheRE t_or_f = 4 > 200
ordeR bY name;

The actual table name is fake_apps, so it doesn’t appear that the table name is case sensitive.
Perhaps someone with far more experience than me like @factoradic could weigh in?
P.S.
This works as well:
sElEct Id, nAme, caTegory, t_Or_f 
froM FakE_AppS
wheRE t_or_f = 4 > 200
ordeR bY name;

So, the column names don’t appear to be case-sensitive either.

Thanks, @midlindner for such a welcoming invitation 

It’s quite difficult to answer this question. SQL is a standardized language, but each DBMS vendor can freely interpret the standard, extend it or simply ignore some pieces of the standard. That is why there are so many differences between SQLite and MySQL, between MySQL and MS SQL, etc.
I would like to focus on the SQLite - this is what codecademy uses in this course. In SQLite, all identifiers are case insensitive. And this is proven, to some extent, by the brilliant detective work by Tod.
I would quote the latest SQL standard, but unfortunately, I don’t have access to it. But usually, all the identifiers (table names, column names etc.) are case insensitive when they are not quoted and case sensitive when they are. But in SQLite quotation marks do not impact case sensitiveness:
CREATE TABLE test_table (id INTEGER);		-- ok
CREATE TABLE Test_Table (id INTEGER);		-- fail
CREATE TABLE ""Test_Table"" (id INTEGER);		-- fail
CREATE TABLE ""test_table"" (id INTEGER);		-- fail
ALTER TABLE test_table ADD ""ID"" INTEGER;	-- fail
ALTER TABLE test_table ADD ""iD"" INTEGER;	-- fail

Also, the operating system itself might make a difference when it comes to case sensitivity. Some versions of MySQL act differently when they are deployed on Linux and on Windows 




 axelkaban:

It is the SQL-92 standard that specifies all identifiers and keywords are case-insensitive.


92 stands for 1992. I wasn’t even born then… Please remember that if someone will try to substantiate some statements by quoting standards from 20 years ago it is best to simply avoid this person in your professional career. SQL is a living language, with a changing standard. SQL standard was revised numerous times since '92.

As a developer, you will work with many different databases. It does not make sense to rely on the case sensitivity. Trust me, it never does make sense to create columns id and ID in the same table, even when the database allows it.

Thanks for the explanation!

Thank you (again!) for your response! It’s very helpful.



 factoradic:

It does not make sense to rely on the case sensitivity. Trust me, it never does make sense to create columns id and ID in the same table, even when the database allows it.


I fully agree with you. But I also wanted to know whether SQLite is case-sensitive or not, for the sake of error-handling. If it’s not case-sensitive, then one possible source of error (i.e. a wrong case) is ruled out.

You’re very welcome (again!) I really appreciate your questions, if this will save some other users from confusion - that’s the time well spent.



 masakudamatsu:

But I also wanted to know whether SQLite is case-sensitive or not, for the sake of error-handling.


Makes sense! 
"
83,Can there be multiple conditions in a query?,"Get Help,Git",,1,"
Question
Can there be multiple conditions in a query?
Answer
Yes, it is possible to implement multiple conditions on one query if necessary, the most commonly used ones would be AND and OR so if we were to check for an article’s title on a magazine table to narrow down on author, subject, date, and characters length, we could say:
SELECT title FROM Magazine 
WHERE author = 'Axel Kaban'
AND subject = 'SQL' 
AND date = '12/3/18'
OR date = '12/1/18'
AND char_length > 3000;


",
84,FAQ: Subqueries - Non-Correlated Subqueries III,"Get Help,Git",,10,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Non-Correlated Subqueries III” exercise from the lesson “Subqueries”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Non-Correlated Subqueries III


Why do we need to use the alias “a”?
Why do I need a nested query at all?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
11 posts were split to a new topic: Why do we need to use the alias “a”?

4 posts were split to a new topic: Why do I need a nested query at all?

3 posts were split to a new topic: Getting off track in SQL lesson

codecademy example:
     SELECT a.dep_month,
           a.dep_day_of_week,
           AVG(a.flight_count) AS average_flights
      FROM (
            SELECT dep_month,
                  dep_day_of_week,
                   dep_date,
                   COUNT(*) AS flight_count
              FROM flights
             GROUP BY 1,2,3
           ) a
     GROUP BY 1,2
     ORDER BY 1,2;

     The inner query provides the count of flights by day, and the outer query uses the inner query’s result set to compute the average by day of week of a given month.

instructions:
Using a subquery, find the average total distance flown by day of week and month.
Be sure to alias the outer query as average_distance and the inner query as flight_distance.
solution:
    SELECT a.dep_month,
           a.dep_day_of_week,
           AVG(a.flight_distance) AS average_distance
      FROM (
            SELECT dep_month,
                  dep_day_of_week,
                   dep_date,
                   sum(distance) AS flight_distance
              FROM flights
             GROUP BY 1,2,3
           ) a
     GROUP BY 1,2
     ORDER BY 1,2;

my question:    In the inner query, why do I need to use
SUM(distance) AS flight_distance
instead of
COUNT() AS flight_distance
like what was used in the example?
I thought I had it done right, but turns out I needed to change the COUNT() to SUM() and not sure why?
Why would count work for the number of flights but not the number of miles/distance?
Not sure if I’m having trouble understanding the code or the math …

The COUNT function is counting the instances of a record and the SUM function is actually adding values from a column.
In the example code the COUNT function is like a tally board counting up all the instances of flights per day.
In the solution code the SUM function is reading the values of the distance field in the flights table and adding them together.

I don’t get why dep_date is needed. I see it won’t let me run the query without it, but I don’t understand why. Anyone?

From the code the lesson provides, we are looking for average flights on day of week, like Monday, Tuesday, Wednesday,…etc. However, for example, it may not has same amount of flights on every Monday. Therefore, we count the flights on every day basis, like 2010-01-01, 2010-01-09, 2010-01-10,…etc, in the inner query. You can actually run only the inner query to see that. Then group them up by day of week and calculate the average at outer query. The final result is Monday, Tuesday,…, Sunday in each month in average, and you can see some of them are not integer because of the amount of flights is not the same.
Now, in the practice, we are looking for average distance. We need to sum up the distance of flights on each day instead of counting how many flights we have. Therefore, we simply use Sum(distance) at inner query. Then group them up by day of week and calculate the average at outer query. The structure and concept are basically the same.

How does SQL recognize “a” as a table when the only tables in the schema are “flights” and “airports”. A WITH_AS statement was never created.

2/23/2000 shows two flights on Wednesday, 1 flight on Tuesday.  Ha, wat?
This exercise was confusing at first because the flight_count was so low.  Why is there an average of only 1 flight per day?? I wasn’t sure I understood what the data meant at first.
"
85,Why isn't there a field for whether a user is premium in the users table?,"Get Help,Git",,1,"
Question
In the context of this exercise, why isn’t there a field for whether a user is a premium user in the users table?
Answer
There can be a number of reasons why this information is not stored in that table. When developing a schema, there are always tradeoffs, and most of the time, there is no “perfect” solution.
It might work to add another field in the users table, such as an is_premium column, that tells whether or not they are a premium user. This can probably store a bit value, where 0 means they are not a premium user, and 1 means that they are a premium user. This may speed up some queries because we only would need to check the premium_users table if the value is 1.
However, this field would require more memory stored in the table, as well as make the users table less independent from the premium_users table. With databases, we want to normalize the data as much as possible. Also, a lookup of whether the user_id is in the premium_users table may not take too long, so the time tradeoff can be reasonable to save memory.
",
86,Are identifiers always numerical values?,"Get Help,Git",,1,"
Question
In the context of this lesson, are identifiers, like the id column, always numerical values?
Answer
No, identifiers of a table do not always have to be numerical values. It is most common to use numerical values because the values are easy to keep track of, and for each new row, we simply increment the number by 1, but it is not absolutely necessary.
Instead of numerical values, you can use non-numerical values, such as text values or even dates, as long as they are unique for each row. You can even use multiple columns, in combination, to determine an identifier for each row.
For an example of a non-numerical identifier, consider a table of employees, with a column for emails, which can be used as the id column because each employee has a unique email. Another example is a table of transactions, where dates are specified to milliseconds that they were applied. Transactions cannot happen at the same time, so these dates might be used as the identifier.
",
87,FAQ: Manipulation - Relational Databases,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Relational Databases” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Data Science
Learn SQL
FAQs on the exercise Relational Databases


Are all databases relational?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
88,Do we have to select the column which we are ordering by in a SQL statement?,"Get Help,Git",,1,"
Question
In the context of this code challenge, do we have to select the column which we are ordering by in a SQL statement?
Answer
No, you do not have to select the column, or columns, that you are applying the ORDER BY clause on. For example, if you were applying the clause like so,
ORDER BY column_1
you do not have to select column_1 in your statement.
Most of the time, for the sake of clarity of how the data is being ordered, it might make sense to include that column in your SELECT statement, but it is not absolutely necessary. The following would be valid,
SELECT column_1, column_2
FROM table
ORDER BY column_3;

",
89,Are there any other commonly used SQL commands?,"Get Help,Git",,7,"
Question
In the context of this lesson, are there any other commonly used SQL commands?
Answer
The SQL commands covered in this lesson are probably the most common ones you will encounter or need to use when working with tables. Other available commands are more situational and not as commonly used.
One such command is DROP TABLE, which you can use to permanently remove a table from a database. Deleting tables is generally not a frequent occurrence, so you might only use this once in a while. Other commands, such as ANALYZE, which is used to obtain statistics about a table, are also not as common and you might only use them in certain situations.
For a full list of all the commands provided by SQLite, which is used in the Codecademy courses, you can check out the official documentation.
","
On which websiite i can check ofifcial documentation of SQlite?

https://www.sqlite.org/docs.html
but you should be able to find that using google? projects like sqlite have there own website (which should be easy to find), from there there is often a link to the documentation

Yes, but keeping the documentation within the faqs is the whole point of faqs. You probably could google the answer to this question as well…

DROP TABLE may be quite frequently used if we create a new table in JavaScript, as exemplified in this lesson on Node-SQLite.

Here are various commonly used SQL commands: https://hackr.io/blog/sql-commands
And this is a very exhaustive SQL cheatsheet: https://hackr.io/blog/sql-cheat-sheet

Link to the list of SQL Commands is attached here which is an article of Codecademy:
https://www.codecademy.com/articles/sql-commands
"
90,FAQ: Subqueries - Non-Correlated Subqueries III,"Get Help,Git",,10,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Non-Correlated Subqueries III” exercise from the lesson “Subqueries”.
Paths and Courses
This exercise can be found in the following Codecademy content:
SQL: Table Transformation
FAQs on the exercise Non-Correlated Subqueries III


Why do we need to use the alias “a”?
Why do I need a nested query at all?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
11 posts were split to a new topic: Why do we need to use the alias “a”?

4 posts were split to a new topic: Why do I need a nested query at all?

3 posts were split to a new topic: Getting off track in SQL lesson

codecademy example:
     SELECT a.dep_month,
           a.dep_day_of_week,
           AVG(a.flight_count) AS average_flights
      FROM (
            SELECT dep_month,
                  dep_day_of_week,
                   dep_date,
                   COUNT(*) AS flight_count
              FROM flights
             GROUP BY 1,2,3
           ) a
     GROUP BY 1,2
     ORDER BY 1,2;

     The inner query provides the count of flights by day, and the outer query uses the inner query’s result set to compute the average by day of week of a given month.

instructions:
Using a subquery, find the average total distance flown by day of week and month.
Be sure to alias the outer query as average_distance and the inner query as flight_distance.
solution:
    SELECT a.dep_month,
           a.dep_day_of_week,
           AVG(a.flight_distance) AS average_distance
      FROM (
            SELECT dep_month,
                  dep_day_of_week,
                   dep_date,
                   sum(distance) AS flight_distance
              FROM flights
             GROUP BY 1,2,3
           ) a
     GROUP BY 1,2
     ORDER BY 1,2;

my question:    In the inner query, why do I need to use
SUM(distance) AS flight_distance
instead of
COUNT() AS flight_distance
like what was used in the example?
I thought I had it done right, but turns out I needed to change the COUNT() to SUM() and not sure why?
Why would count work for the number of flights but not the number of miles/distance?
Not sure if I’m having trouble understanding the code or the math …

The COUNT function is counting the instances of a record and the SUM function is actually adding values from a column.
In the example code the COUNT function is like a tally board counting up all the instances of flights per day.
In the solution code the SUM function is reading the values of the distance field in the flights table and adding them together.

I don’t get why dep_date is needed. I see it won’t let me run the query without it, but I don’t understand why. Anyone?

From the code the lesson provides, we are looking for average flights on day of week, like Monday, Tuesday, Wednesday,…etc. However, for example, it may not has same amount of flights on every Monday. Therefore, we count the flights on every day basis, like 2010-01-01, 2010-01-09, 2010-01-10,…etc, in the inner query. You can actually run only the inner query to see that. Then group them up by day of week and calculate the average at outer query. The final result is Monday, Tuesday,…, Sunday in each month in average, and you can see some of them are not integer because of the amount of flights is not the same.
Now, in the practice, we are looking for average distance. We need to sum up the distance of flights on each day instead of counting how many flights we have. Therefore, we simply use Sum(distance) at inner query. Then group them up by day of week and calculate the average at outer query. The structure and concept are basically the same.

How does SQL recognize “a” as a table when the only tables in the schema are “flights” and “airports”. A WITH_AS statement was never created.

2/23/2000 shows two flights on Wednesday, 1 flight on Tuesday.  Ha, wat?
This exercise was confusing at first because the flight_count was so low.  Why is there an average of only 1 flight per day?? I wasn’t sure I understood what the data meant at first.
"
91,FAQ: Manipulation - Relational Databases,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Relational Databases” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Data Science
Learn SQL
FAQs on the exercise Relational Databases


Are all databases relational?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
92,Do we have to select the column which we are ordering by in a SQL statement?,"Get Help,Git",,1,"
Question
In the context of this code challenge, do we have to select the column which we are ordering by in a SQL statement?
Answer
No, you do not have to select the column, or columns, that you are applying the ORDER BY clause on. For example, if you were applying the clause like so,
ORDER BY column_1
you do not have to select column_1 in your statement.
Most of the time, for the sake of clarity of how the data is being ordered, it might make sense to include that column in your SELECT statement, but it is not absolutely necessary. The following would be valid,
SELECT column_1, column_2
FROM table
ORDER BY column_3;

",
93,Is it good practice to include an id column in every table?,"Get Help,Git",,3,"
Question
In SQL, is it good practice to always include an id column in every table?
Answer
Most of the time, including a column to store unique id values, typically INTEGER values, for each row can be a good idea.
A unique id allows for more convenience, and one of the only real downsides is the extra memory required to store the additional values.
One benefit to having such a column is when joining multiple tables. When you are joining tables, as you will do later in the course, it is much quicker and easier to JOIN on a column of INTEGER values than on other value types like TEXT. When working with large amounts of data, the time saved can be much more evident and important.
In addition, another benefit to include an id is that its value is independent from the data in the row. This means that even if we update the values in other columns of a row, the id stays unchanged.
Furthermore, having unique id values prevents rows of data from being mixed up, especially for duplicate records. Without a unique identifier of the rows, it can get troublesome figuring out which row we want to use.
Most tables allow for an auto-incrementing identity value for each row added to the table, which you can specify when creating the table, or some will automatically include one.
","
i didn t understand the last one
Most tables allow for an auto-incrementing identity value for each row added to the table, which you can specify when creating the table, or some will automatically include one?
i didn t understand what we mean by this phrase ?

It means that when you add a new row to the table, you will not have to set the value in the id column for the added row since most tables can do that for you.
"
94,Are there any other commonly used SQL commands?,"Get Help,Git",,7,"
Question
In the context of this lesson, are there any other commonly used SQL commands?
Answer
The SQL commands covered in this lesson are probably the most common ones you will encounter or need to use when working with tables. Other available commands are more situational and not as commonly used.
One such command is DROP TABLE, which you can use to permanently remove a table from a database. Deleting tables is generally not a frequent occurrence, so you might only use this once in a while. Other commands, such as ANALYZE, which is used to obtain statistics about a table, are also not as common and you might only use them in certain situations.
For a full list of all the commands provided by SQLite, which is used in the Codecademy courses, you can check out the official documentation.
","
On which websiite i can check ofifcial documentation of SQlite?

https://www.sqlite.org/docs.html
but you should be able to find that using google? projects like sqlite have there own website (which should be easy to find), from there there is often a link to the documentation

Yes, but keeping the documentation within the faqs is the whole point of faqs. You probably could google the answer to this question as well…

DROP TABLE may be quite frequently used if we create a new table in JavaScript, as exemplified in this lesson on Node-SQLite.

Here are various commonly used SQL commands: https://hackr.io/blog/sql-commands
And this is a very exhaustive SQL cheatsheet: https://hackr.io/blog/sql-cheat-sheet

Link to the list of SQL Commands is attached here which is an article of Codecademy:
https://www.codecademy.com/articles/sql-commands
"
95,FAQ: Why Learn SQL? - Analyzing User Churn,"Get Help,Git",,3,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Analyzing User Churn” exercise from the lesson “Why Learn SQL?”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Analyze Data with SQL
FAQs on the exercise Analyzing User Churn


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
For lesson 4, Analyzing User Churn.


When getting “churn_rate”, why can’t we simplified the syntax by using the existing strings that we just named early like below? Instead of typing out the whole thing?
ROUND(100.0 * ‘march_cancellations’ / ‘enrollments’) AS churn_rate


Some lessons say we should use ’ after AS to tag the names. but the example didn’t. Should we use ’ or not?



How do we learn how to answer this question? What recommendations would you make to Codecademy based on Catherine’s analysis?   The churn rate was 25% but I do not know what recommendation to make to help codecademy from the analysis.
"
96,FAQ: First- and Last-Touch Attribution - First versus Last,"Get Help,Git",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “First versus Last” exercise from the lesson “First- and Last-Touch Attribution”.
Paths and Courses
This exercise can be found in the following Codecademy content:
FAQs on the exercise First versus Last


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
