,Title,Categories,Tags,Replies,Post,Comment
16,Why does this step not pass even if I'm in the right directory?,"Get Help,Git",,15,"
Question
I’ve navigated to the correct directory, 2014/dec/, but the step is still not marked as correct with a green check. Why is this, and how can I fix it?
Answer
Sometimes you’ll need to print the working directory or list the files to pass a step.
If you know for sure you’re in the right place, try doing pwd and ls and you should pass! If not, and you’re 100% sure you’re in the right place, try the following:

Make sure you’re using Chrome, as it’s typically the most reliable
Clear your browser’s cache and hard refresh the page (cmd + shift + R on Mac, ctrl + F5 on Windows)

","
I got the same issue. The reason you don’t pass is because of the way you decided to come there.  The command that it wants to see is ‘‘cd 2014/dec/’’, which means you have to be in the ‘‘blog’’ directory for it to work. =)

I got the same issue, I was in the right directory but it still didn’t work. I clicked “Get help” and “Give me the solution…” and I could pass into the next step.

When I did this, it wasn’t changing my directories and files but it was giving me the check mark.  When I moved on, everything wouldn’t change to what I needed to learn.  When I clicked the get help and the solution thing, it deleted my progress but gave me the check mark.

I had to back up using ""cd … "" a couple of times to get to the right spot. I kept getting an error (bash: cd: 2014: No such file or directory) just using “cd 2014/dec/”. Maybe that is incorrect and I should have used something else. This is ALL new to me, so highly possible. 

Thanks for sharing what the CC solution was expecting!
A shame that CC doesn’t recognize the solution of typing .. twice followed by 2014/dec in one same line, since we had just been introduced to cd ../feb on the previous page (6. cd II).

Don’t worry, you did the right thing 

Just make sure you get to the required directory in a single step.

That’s what I did as well. I typed cd …/…/2014/dec. It doesn’t matter whether you do it in a single step, it specifically wants you to type out the entire path which is a pain in the bum and imo should be fixed.

true, so why the exercise say that we go  to 2014/dec in ‘one step’? when i need 4 step, pwd, cd…, cd…, cd2014/dec

try:

cd ../../2014/dec



This was the first thing I did. I was really confused when it wasn’t accepted. Apparently it looks for the specific command ‘cd 2014/jan’.

Same here, I was happy to apply what I had just learned (that I could string .. into the path to back up instead of starting from home) and was disappointed it wasn’t recognized as a solution. Bumping this in the hopes that solutions is included as acceptable for future users.

Got similar issue and was stuck until i refresh the page

Did refreshing give you the desired solution or just the pass to move?
I did refresh although I got a PASS before the refresh but I did NOT get the desired result with the keyboard.txt as last in the directory list.
I am moving on after spending minutes repeating my code and calling for solution without result. It MUST be a bug. Just thinking it is a BUG.
"
17,How do we sort input not separated by newlines?,"Get Help,Git",,4,"
Question
We are introduced to the sort function here. Can we use sort for sorting input not separated by newlines?
Answer
Though the function sort only works to sort input separated by newlines, just as we have been able to chain together simple command line functions to accomplish complex tasks, we can do the same to sort input not separated by newlines. In order to do this, we will need to replace the symbols separating the input we would like to sort by newlines. To accomplish this, we can use the sed command (which we also learn about in this section). For instance, if our input, in.txt, is separated by spaces instead of newlines, we can sort the file by
sed -e ""s/ /\n/g"" in.txt | sort

","
Hello, @zjedwin!
Thank you a lot for your explanation. I understand the sed function and what it does. The things written in red however, are a bit unfamiliar to me. Is this some sort of regular expression -RegEx-? Can you, please, let me know what they mean?
Thank you & again, sorry to bother!
Alex

you can do:
man sed

which is the manual, which contains the information needed:
s/regexp/replacement/
Attempt to match regexp against the pattern space.  If  success‐
ful,   replace  that  portion  matched  with  replacement.   The
replacement may contain the special character & to refer to that
portion  of  the  pattern  space  which matched, and the special
escapes \1 through \9 to refer  to  the  corresponding  matching
sub-expressions in the regexp.
so the s means subtitle
/ is a delimiter
 is the regular expression, which is simple in this case, its only a space
\n is new line, so all spaces are replace by new lines.
g means global, without the global flag only the first occurrence in each line is replaced.

Whoaa! Thank you a lot, @stetim94!  This makes so much sense. I was looking on the internet also & somehow managed to understand portions of it. You confirming this made everything super clear & gave me a lot more support and made trust what I have learnt. I was about to finish the next challenge and a the last step found this:

image.png2048×1408 312 KB

Basically, is use sed to:

S - substitute
/ - delimiter
loss - all instances of the word ‘loss’ with
‘win’
g - apply those globally.

"
18,"What is all the information presented when I write ""ls -l""?","Get Help,Git",,2,"
Question
Here we’re told that ls -l shows us the file system that we’re working with. In the first exercise, we’re also shown the filesystem containing much less information than this command shows. What is this extra information that we are seeing?
Answer
The extra information that we’re seeing here is information fundamental to any file in a system. In order from left to right, these are

File privileges: If we can read (r) from or write (w) to the file. And finally if the file can be executed (x), for example as programs can.
File ownership: Who the file belongs to in the system.
File group: Which group within the system the file belongs to.
The size of the file in bytes.
The date the file was last modified.
File name.

","
I searched for ‘file permissions’ and came across this site: https://www.guru99.com/file-permissions.html
Read( r)  Write( w)  Execute( x)



Read:  This permission give you the authority to open and read a file. Read permission on a directory gives you the ability to lists its content.

Write:  The write permission gives you the authority to modify the contents of a file. The write permission on a directory gives you the authority to add, remove and rename files stored in the directory. Consider a scenario where you have to write permission on file but do not have write permission on the directory where the file is stored. You will be able to modify the file contents. But you will not be able to rename, move or remove the file from the directory.

Execute:  In Windows, an executable program usually has an extension “.exe” and which you can easily run. In Unix/Linux, you cannot run a program unless the execute permission is set. If the execute permission is not set, you might still be able to see/modify the program code(provided read & write permissions are set), but not run it.


"
19,FAQ: Manipulation - Generalizations,"Get Help,Git",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Generalizations” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Data Science
Learn SQL
FAQs on the exercise Generalizations


Are there any other commonly used SQL commands?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I think it’d be easier to remember all these clauses if they were introduced in the following order:

SELECT

We need to know how to view the data after adding, modifying, deleting rows and columns, to check whether we have done it correctly. So SELECT is the first thing to learn.


CREATE (and discuss constraints)

The topic on constraints is a bit advanced, but it should come right after we learn CREATE.

INSERT
UPDATE
DELETE

These three clauses all deal with rows. They should be taught together.

ALTER TABLE

This one deals with columns, and in this sense is different from the above three on rows.
"
20,"What is a good use of the output redirection operator "">>""?","Get Help,Git",,1,"
Question
In this lesson, we are introduced to the >> operator which appends information to a file. That is, if file1.txt and file2.txt are two files
cat file1.txt >> file2.txt

adds the contents of file1.txt to the end of file2.txt. How do we benefit from using this operation?
Answer
The >> operator is a helpful extension of the normal standard output redirection provided by >. It is not uncommon for the data we want to store to be the result of multiple separate operations. Because of this, it is helpful to be able to build a file gradually: adding a first part, then adding another part at a later time, and so on like this without a necessary end. The ability to append these new parts with the existing file is the provided functionality of >>.
",
21,What does the | and grep commands do?,"Get Help,Git",,2,"
Question
what does the | and grep command do?
Answer
|
Is commonly called a pipe, and like the name sets it creates a way for data from the command written before it to be passed down to the command written after it, for example:
ls -l /etc | less
the first set of commands return a verbose (long) list of files and directories from the /etc directory which is where configuration files and directories are located, then the pipe passes that list to the less command which allows us to see the list in a more readable format.
grep
This command stands for global regular expression print, the value passed to it is an expression, and a second value will be a file, it will use the expression to compare it with the content inside the file, anything that contains a match will be returned to the console for us to see, for example, in the exercise the command
env | grep PATH
gets all the environment variables in our session and checks what matches the word PATH, returning all matches.
","
| is used for interprocess communication between two processes.
grep is a program which helps to find certain expressions based on a pattern.
So, to give something as input to grep we use |
"
22,"FAQ: Redirection - stdin, stdout, and stderr","Get Help,Git",,5,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “stdin, stdout, and stderr” exercise from the lesson “Redirection”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise stdin, stdout, and stderr


 The introduction to standard input (stdin), standard output (stdout), and standard error (stderr) in this lesson seem to be the same thing as the usual input, output, and error. Why the distinction of standard ?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Hello! Could someone explain me below? I didn’t understand one moment. Here
sort deserts.txt | uniq > **uniq-deserts.txt**

the file uniq-deserts.txt is created during the command execution or this file was created before and command just re-writes it’s content with the sorted deserts?
thank you!

excuse my ignorance but it says i have to type the command after the shell prompt. how do i do the shell prompt???

The emulator is not working with Firefox 68.0.2.

I guess shell prompt is nothing but $ sign here so everything we write in CLI is only after shell prompt. When shell prompt is visible then it means it is ready to accept the lines of codes for execution.
"
23,FAQ: Learn Bash Scripting - Aliases,"Get Help,Git",,25,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Aliases” exercise from the lesson “Learn Bash Scripting”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise Aliases


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Hello. I am trying to find out what I did wrong here. This is a copy of my code. The first line starts at number 1.
#!/bin/bash
first_greeting=“Nice to meet you!”
later_greeting=“How are you?”
greeting_occasion=0
greeting_limit=$1
while [ $greeting_occasion -lt $greeting_limit ]
do
if [ $greeting_occasion -lt 1 ]
then
echo $first_greeting
else
echo later_greeting
  fi
  greeting_occasion=((greeting_occasion + 1))
done
When I try to run my code, I keep getting a unary operator expected error on line 6. Please advise on what I’ve done wrong, because I don’t understand it.

If you write
alias greet3=""./script.sh 3""
according to describing (!!on command line) and then write greet3 your script will work.
But I don´t understand why script it can´t be start by normal way???
And why
greeting_limit in the script is written in this way
greeting_limit=$1    ???
I hope I will figure out.

I think the $ sign in greeting_limit=$1 tells it to use the first number that is written by the user in the alias (the first input). So if you try to run it just by typing ./script.sh, you get an error because there is no number for it to use for the greeting_limit.
To complete this exercise, type alias greet3=’./script.sh 3’ in the bash terminal (not in script.sh), then type greet3 to run the script using this alias
You can run the script without the alias by typing ./script.sh and then a single number or a list of numbers, and the script will use the first number that you type. For example, if you type ./script.sh 1 2 3 then the script will run and will show you one greeting.
However - I thought that if you change the script.sh to include greeting_limit=$2 instead of $1 then it would use the second number in a list - but it still appears to use the first number. Any ideas anyone?

#!/bin/bash
first_greeting=“Nice to meet you!”
later_greeting=“How are you?”
greeting_occasion=$2
greeting_limit=$1
echo $greeting_occasion
echo $greeting_limit
this should allow you to understand it more, you can change the variable inputs and keep printing to the terminal. you have to hit run to save the code before running it in the terminal or the changes wont have taken affect. hope this helps, took me a few minutes to figure out how to test it myself.

Here my code. It works. But it is not verified as solution.
alias greet3=’./script.sh “3”’
what is the issue of doing it this way?
“” is necessary for string but is optional for integers?

That is how anyone would have tried to set their greet3 alias if they followed the syntax provided in the example. I did this also with the 3 inside quotation marks and couldn’t get past that section. Very frustrating…

this excercise is bugged. when you request the solution it shows litterally the same as  the start of this excercise…

you must first call the profile with this command:
source ~/.bash_profile
then you type greet3

The first exercise in this lesson show us a snippet of code:
./script.sh 5 #greets 5 times
What significance is this to the lesson? To the exercise? It does not seem related to anything in this lesson.  This is confusing, since that syntax has not been introduced anywhere previous.

Agree with you - it confuses your thinking for the first exercise.

It doesn’t change anything in the script file as there is nothing to change.
The only changes you make in this exercise should be made in the terminal NOT the script file.

It’s not super evident, but you have to create a bash_profile file using nano in the terminal, then type your greet3 alias into it, save, close, source the bash_profile, then run your alias command.

Thanks for the explanation. Like many other people got very frustrated with that question and the hints/solution are not clear at all.
Cheers

Hi! I’m wondering why I do not have to use source prior to using the new alias. I know I had to do that when creating/changing variables in the ./bash_profile . But for this example, I can create an alias and use it right away with the script file. Anyone have an idea?
Thanks in advance…

type the code in the terminal. Nothing needs to be done under the script file.

the source ./bash_profile command will run everything in the bash_profile, for instance the code to make a new alias. when you make an alias directly in the command line, you don""t have to run or source a file for this.

Is there any script change to be done to have the script run 3 times. How does bash know to run the script 3 times. By typing 3 in alias it doesn’t tell greeting occasion is 3 ? Please help . Appreciate your time on this . Thanks in advance.

 the code 
#!/bin/bash
first_greeting=""Nice to meet you!""
later_greeting=""How are you?""
greeting_occasion=0
greeting_limit=$1
while [ $greeting_occasion -lt $greeting_limit ]
do
  if [ $greeting_occasion -lt 1 ]
  then
    echo $first_greeting
  else
    echo $later_greeting
  fi
  greeting_occasion=$((greeting_occasion + 1))
done

 explanation 
edit bash profile file
nano ~/.bash_profile

add  alias “five”  ( alias is the new created command that will be runned in command line)
pass the argument 5 into script.sh in that alias

alias five='./script.sh ""5""'
save file and exit
ctrl+x
y
enter

don’t forget to update settings
nano ~/.bash_profile
now then you type: five
it will run the newly created alias, which will run script.sh with 5 as parameter, which will output
How are you?
How are you?
How are you?
How are you?

but why it’s only 4 but not 5? that’s different story (google: 0 index)

Question:  What happens to the aliases you set up in the command line (Not in the bash_profile) when you exit the terminal and login again? Does the alias stay or must it be redefined? are aliases set up through command line restricted to the directory you are in?
"
24,What's the difference between storing aliases and environment variables?,"Get Help,Git",,6,"
Question
What’s the difference between storing aliases and environment variables?
Answer
Aliases are simply a new way that we give to commands so we can use them on our own terms, for example, let’s say that we would like to always start  from the desktop and check location and see a list of files, but to do so we forcefully need to write cd ~/Desktop; pwd; ls every time. but with the alias we can simply say:
alias 2strt = cd ~/Desktop; pwd; ls
Now, after it is sourced we just need to run 2strt and it will direct us to Desktop, let us know that we are there and show the files and directories there.
On the other hand, environment variables are just like variables in programming languages, simply keywords that store data, in this case, usually sensitive data that we may want to keep offline.
Let’s say I have a route that I don’t want people to see me type if they are passing by, so I will create an environment variable for it in .bash_profile:
export MY_ROUTE='~/Documents/thisDir/otherDir/oneMoreDir/mySensitiveDir'
And so, after sourcing, I could say cd $MY_ROUTE and I will be taken to the location I need to work at.
So now we might find a little clearer where the differences are between aliases and environment variables, yes, they are both like keywords, but an alias holds a reference to a command and an environment variable just withholds data.
","
Does the
 $ 

really necessary when excuse the command
cd $MY_ROUTE

?

i’m confused. if its a secret, wouldn’t they see me type $MY_ROUTE?

they will see you type $MY_ROUTE, but they will not know where your “route” takes you, i.e. “~/Documents/thisDir/otherDir/oneMoreDir/mySensitiveDir”

If I create an alias, do I have to avoid spaces between “2strt”, “=” and “cd…”?
I tried it on my Mac and it seems that if I add spaces in between the above mentioned elements the terminal interprets it as if I want to create multiple aliases…

There must no be any space between the new alias and the “=” and the string containing the comand, it should always go this way:
alias new_alias=""my command""

You can see this article for more information: https://www.hostingadvice.com/how-to/set-command-aliases-linuxubuntudebian/
"
25,What does the 'source' command do?,"Get Help,Git",,2,"
Question
What does the source command do?
Answer
Source evaluates any file written after, the file if containing any commands to run, it will execute them in the order they were written in the file. for example if our file had:
echo 'This is the first one'
echo 'second'
echo 'and third'

when running: source <ourFilename> or . <ourFilename> (because . is the shorthand for the source command) we will see:
This is the first one
second
and third

of course, it does not only work with the echo command, but with any kind.
Something to keep in mind  is that source's . version is not the same as ./, dot  space and file name is the source command running the commands in the written file, but with ./ dot is simply a mark of origin, stating that the origin from which the path will be read is the current directory. Like: ./someDir/somefile means that someDir/ is in the same location that we presently are.
","
source command runs the script in the current shell only. If you do not use source, then it spawns a shell as a child process and executes commands in that.
For example-
If you want to set a proxy environment variable in terminal and you have written the command for that in a script named “export_connect.sh”
Now, if you use-
source export_connect.sh or . export_connect.sh - then the environment variable of the current shell will be set
If you use ./export_connect.sh , then the environment variable will not be set in your current terminal, as it opens a new shell and sets the environment variable in it and then closes it.
"
26,"What is a good use of the output redirection operator "">""?","Get Help,Git",,5,"
Question
The example given for the use of output redirection here:
cat oceans.txt > continents.txt
focuses on overwriting the contents of an existing file. What is another common use for this operation?
Answer
First, let’s note that > can also be used to create files. In the example above for instance, if we replace continents.txt by newFile.txt, where newFile.txt doesn’t already exist in the directory,
cat oceans.txt > newFile.txt

will create the newFile.txt, store it in the current directory, and make its contents the exact same as oceans.txt. With that in mind, another common use for > is to store the output of a program in a new file. It is likely that you have run a program at some time or other and watched as a lot of text speeds by on your screen. This is fine sometimes but in other cases you may want to store that text for further analysis. One way to do this on the command line is to run the program on the left side of > and add the name that you would like to call the new file (or an old file to be overwritten) on the right side. For instance, if the program executable is called a.out and I want the output to be stored in a file called out.txt, I write
./a.out > out.txt

","
cp a.txt b.txt seems to work the same as cat a.txt > b.txt, because both commands overwrite the content of b.txt with that of a.txt.
Is there any difference in usage/behavior between the two?

cp is kind of a COPY PASTE think about it that way - it copies file/directories. But it’s not transferring files (it’s not a cut paste) just copy paste. CAT is kind of a CUT PASTE. You are transferring file/directories from one file to the other. It also allows you create a new file in the process.

You are saying so but in the exercise we did cat glaciers.txt >> rivers.txt and it just copied and added some stuff from glaciers.txt to rivers.txt, it didn’t CUT anything as you are implying…




 7226321346:

Is there any difference in usage/behavior between the two?


Yes, but the difference is not that one works like a “cut and paste” whilst the other works like “copy and paste” as has previously been suggested…
Let’s look at what actually happens in each case.


cat a.txt > b.txt
There are several things happening in this short command:
1.1 cat a.txt is telling cat to read the contents of the file a.txt. Once it’s done so, cat's default behaviour is to output the contents to the standard output (stdout) which is the terminal usually.
1.2 > is the redirection operator, which tells cat that rather than sending it’s output to the terminal we want it go to somewhere else.
1.3 b.txt is where we are redirecting the output from cat to.

The end result here is we overwrite the content of b.txt with the content of a.txt.


cp a.txt b.txt
Here we are not doing as much. All we are doing is copying the entire a.txt file to b.txt.

The difference is that our cat command only changes the content of the file. If b.txt already exists, we change only it’s contents; if b.txt is a new file then we create a new file with the default permissions as defined by the system.
If we copy using the cp a.txt b.txt variation, we don’t just copy the contents of the file - we copy the entire file, including its permissions so if the original file was read-only then the copy will be also.
This may seem a subtle difference to you, but it’s actually quite significant. There’s more explanation available here.
"
27,What is a regular expression?,"Get Help,Git",,5,"
Question
We learn here that grep stands for “global regular expression print”. What is a regular expression?
Answer
A regular expression is a technique for encoding a string pattern. By sting pattern, I mean that you decide on a specific set of rules that any string matching your expression should satisfy. For instance, say I want all strings which contain “Codecademy” as a substring where the letters within “Codecademy” can be either capital or lower case. For example, “CODECADEMY” is fine as is “CodeCadEMY”. Regular expressions provide a compact way of encoding this logic into a sequence of characters.
Although the example I presented is easy to program into a reasonably small function, regular expressions provide a consistent interface for performing arbitrary string matches; many of which would require large, error-prone, functions. The particular sequence which encodes a regular expression is similar but not the same across all languages. Because of this, if you’re interested in experimenting with regular expressions, find the syntax and library specific to your language of choice. You can find this by searching something along the lines of “regular expressions in <MY FAVORITE LANGUAGE>.”
","
line 2 of the answer, there is a typo . ""By String pattern

Hmmm…I typed each character by the letter and output was printed out.  However, the question is still showing as incorrect?

I’m having the same issue for instruction #2.

I had the same exact issue  for question 2 and then I figured out they want “-Rl” not “R1”. The font used in the lessons makes the letter “l” completely identical to the number “1”.  Hope this helps!
"
28,FAQ: Manipulation - cp II,"Get Help,Git",,14,"

This community-built FAQ covers the “cp II” exercise from the lesson “Manipulation”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise cp II


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
19 posts were split to a new topic: No such file or directory error

In this exercise, we’re introduced to the * wildcard and we see it being used like so (cp m*.txt scifi/). It explains what this does in the next slide, however I am still confused as to where these text files starting with ‘m’ have come from? It says they’re from the working directory which I understand to be the directory currently open but I don’t see them. Any explanation is greatly appreciated.

This “Learn the Command Line” course is really confused. I haven’t learned how to create a new file. And the hint just leads me to another course. If I want to learn the Commend Line from beginning, which course should I start with?

The course seems to reset your PWD and then asks to go to a directory using a wrong starting point and then you are stuck until you navigate to a place from where the specific cd …/…/[directory] works and then you are good to go. This behavior could be very confusing for new people to the command line.
A review might be a good idea.

Actually it doesn’t work out at all for me.

For some reason the system does not recognize that I am already in the comedy directory. What’s happening?
image3840×2160 812 KB

Another broken module from the Command Line course, you have to give incorrect answers for the module to proceed. Please review!

image870×543 28.4 KB
I can’t seem to move past this screen for some reason, any ideas?

I have the same problem;
image1563×740 46.3 KB

You may have figured this out or just moved on by now, but I got stuck in the same place and was able to progress by going two folders deep and then moving back up to the Comedy folder using the command they give you.

I’m following the progression on lesson 6 (cp II). I have listed the files in the  “scifi” directory and input the command to list the txt files starting with “m”. According to the instructions, it should list:
matrix.txt ,  matrix-reloaded.txt , and  matrix-revolutions.txt .
Instead, it has listed:Screen Shot 2020-07-09 at 9.12.44 AM1251×499 66 KB
and it has passed me, I’m not under the impression this is correct, should I report it?

I’m not sure but I think terminator.txt may have been in the scifi directory already. The wording,making it sound like you should ONLY see the matrix files, is weird, but I believe this is working as intended.

This problem of resetting the current working dir is confusing a lot of people and need to be fixed… THAT’S A PRO COURSE ! make it worth it !
"
29,FAQ: Redirection - <,"Get Help,Git",,4,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “<” exercise from the lesson “Redirection”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise <


The example given for the use of input redirection here: cat < lakes.txt doesn’t seem particularly helpful since is does the same thing as cat lakes.txt. Please share a case where the use of input redirection, < , makes an important contribution.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I’m still not completely clear on ‘<’. How is:
cat < rivers.txt
different to simply cat rivers.txt?

would also like to know this. i imagine that the question is answered somewhere down the line, but it would be helpful to specify the difference between the two commands when the second one is introduced.

@daveclayt @pyslayer64035
Guys, you can find an answer to your question here: What is a good use of input redirection “<”?
I’m putting it here, in case someone have the same question.
"
30,FAQ: Redirection - <,"Get Help,Git",,4,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “<” exercise from the lesson “Redirection”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise <


The example given for the use of input redirection here: cat < lakes.txt doesn’t seem particularly helpful since is does the same thing as cat lakes.txt. Please share a case where the use of input redirection, < , makes an important contribution.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I’m still not completely clear on ‘<’. How is:
cat < rivers.txt
different to simply cat rivers.txt?

would also like to know this. i imagine that the question is answered somewhere down the line, but it would be helpful to specify the difference between the two commands when the second one is introduced.

@daveclayt @pyslayer64035
Guys, you can find an answer to your question here: What is a good use of input redirection “<”?
I’m putting it here, in case someone have the same question.
"
31,What does the 'source' command do?,"Get Help,Git",,2,"
Question
What does the source command do?
Answer
Source evaluates any file written after, the file if containing any commands to run, it will execute them in the order they were written in the file. for example if our file had:
echo 'This is the first one'
echo 'second'
echo 'and third'

when running: source <ourFilename> or . <ourFilename> (because . is the shorthand for the source command) we will see:
This is the first one
second
and third

of course, it does not only work with the echo command, but with any kind.
Something to keep in mind  is that source's . version is not the same as ./, dot  space and file name is the source command running the commands in the written file, but with ./ dot is simply a mark of origin, stating that the origin from which the path will be read is the current directory. Like: ./someDir/somefile means that someDir/ is in the same location that we presently are.
","
source command runs the script in the current shell only. If you do not use source, then it spawns a shell as a child process and executes commands in that.
For example-
If you want to set a proxy environment variable in terminal and you have written the command for that in a script named “export_connect.sh”
Now, if you use-
source export_connect.sh or . export_connect.sh - then the environment variable of the current shell will be set
If you use ./export_connect.sh , then the environment variable will not be set in your current terminal, as it opens a new shell and sets the environment variable in it and then closes it.
"
32,What should I learn after this basic command line introduction?,"Get Help,Git",,3,"
Question
Now that I know the basics of navigating, what should I learn next to continue growing familiar with the command line?
Answer
If you’re a Pro member, you’ve got access to the upcoming projects and quiz that will help reinforce the basics you just learned. If not, there are still three more lessons coming up on command line usage!
If you want personal practice, try doing stuff on your own computer with what you just learned.
If you’re on a Mac, you can use the built in Terminal program to do all this.
If you’re on a Windows computer, check out this guide to set up Git Bash. Don’t worry about understanding Git if you don’t, this tool allows you to use all the commands you’ve just learned.
Try navigating around, creating folders and files, and finding your way back to where you started.
And try seeing how you can use the path to a directory to more quickly create files and directories!
","
Are there any lessons on awk?
I just went through the whole command line intro hoping there would be some awk stuff but there’s nothing on it. When are the other 3 lessons coming out?

The lesson was very Informative and Awsomeee
"
33,FAQ: Learn Bash Scripting - Variables,"Get Help,Git",,8,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Variables” exercise from the lesson “Learn Bash Scripting”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn the Command Line
FAQs on the exercise Variables


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I really struggled to understand what I was meant to typing where with the two boxes open.
Even following the hints the green ticks didn’t come up.

…because you have to press run in the script first…couldn’t see that instruction any where…

Agree, not user friendly at all

What does “#!/bin/bash” mean or do in the script.sh?

the #/bin/bash command tells the computer which interpreter to use when reading the script.

Thank you! Could not get the “Hello Codecademy” to go away  even though I had all green check marks and had edited the text correctly.

What’s also not clear is how to run the file and what output you should expect. When I use ‘chmod +x ./script.sh’ nothing happens. When I use source ./script.sh it outputs the string to the terminal
"
